Affiliate program,Promotion name,Start Date,End Date,Description (for affiliate),Description (for customer),Coupon code,Landing Page,Benefits & Tools
nano-auto.ro,Vara10,2026-08-10 21:00:00 UTC,2026-08-22 21:00:00 UTC,"HYDROSEAL – protecție pentru pavaj și beton
Redă aspectul proaspăt al pavajului — efectul umed, semi-lucios, intensifică vizual culoarea betonului și a dalelor.
Protejează împotriva apei și uzurii — reduce pătrunderea apei și a substanțelor chimice și crește rezistența la trafic și impact.
Consolidează și reduce praful — ideal pentru pavaj, alei, terase, beton și beton amprentat.
Hook pentru merchants: „Pavajul tern poate arăta din nou ca proaspăt montat — protecție și efect umed într-un singur produs.”
Informații utile: randament declarat de aproximativ 8 m²/litru/strat; pentru rezultate optime sunt recomandate două straturi. Vezi HYDROSEAL
SurfaPaint ThermoDry Roof – acoperiș mai bine protejat
Hidroizolează și protejează termic — formează o barieră împotriva ploii și umidității și ajută la reducerea încălzirii acoperișului.
Reflectă până la 94,8% din radiația infraroșie — poate reduce necesarul de răcire în perioadele foarte călduroase.
Elasticitate de peste 350% — poate acoperi fisurile mici, de până la aproximativ 1,5 mm, și rezistă la UV și condiții meteo dificile.
Hook pentru merchants: „Transformă acoperișul într-un scut împotriva apei și căldurii verii.”
Informații utile: potrivită pentru terase, balcoane și acoperișuri din beton, ciment, țiglă, cărămidă, mortar sau anumite membrane bituminoase. Randament declarat: aproximativ 4 m²/litru/strat; se recomandă două straturi. Vezi ThermoDry Roof
ROCK PLUS – protecție invizibilă împotriva apei și petelor
Respinge apa și uleiurile — ajută la prevenirea petelor și la păstrarea suprafețelor curate mai mult timp.
Un produs pentru multiple suprafețe — poate fi utilizat pe piatră, pavaj, beton, lemn și textile.
Formulă pe bază de apă, ușor de integrat în proiecte — protejează suprafețele poroase și simplifică întreținerea lor.
Hook pentru merchants: „Apa și petele rămân la suprafață, iar materialul își păstrează aspectul natural.”
","Promo Business League x NanoMax
Beneficiu: 10% reducere pe www.nano-auto.ro
Cod: VARA10
Produse incluse: HYDROSEAL, ThermoDry Roof și ROCK PLUS
Promo Business League – 10% reducere cu codul VARA10 pe www.nano-auto.ro

HYDROSEAL• Redă pavajului aspectul proaspăt, cu efect umed semi-lucios.• Protejează betonul împotriva apei, uzurii și substanțelor chimice.• Consolidează suprafața și reduce formarea prafului.

THERMDRY ROOF• Hidroizolează acoperișul și îl protejează împotriva infiltrațiilor.• Reflectă până la 94,8% din radiația infraroșie și reduce încălzirea.• Elasticitate de peste 350% – acoperă fisuri mici de până la 1,5 mm.

ROCK PLUS• Respinge apa și uleiurile, prevenind apariția petelor.• Potrivit pentru piatră, pavaj, beton, lemn și textile.• Păstrează aspectul natural și face suprafețele mai ușor de curățat.

Protejează suprafețele casei tale cu tehnologie nano! Comandă de pe www.nano-auto.ro și folosește codul VARA10 pentru 10% reducere.",VARA10,,Special Banners & Special Product Feed & Challenges
carturesti.ro ,Back to School 2026,2026-08-10 21:00:00 UTC,2026-09-27 21:00:00 UTC,"Școlărești la Cărturești a sosit!

Știm că urmează perioada în care ghiozdanul devine piesa de rezistență a fiecărei zile, așa că am pregătit o ofertă back to school irezistibilă: ai 20% reducere la cumpărături de peste 200 de lei din selecția specială de rechizite și ghiozdane!

Și pentru că ești la Cărturești, înseamnă că vrei și să dăruiești. Între 11 august și 28 septembrie, cumpărăturile din Școlărești la Cărturești vor susține inițiativa byron de a dezvolta și echipa biblioteci dedicate tinerilor din România. Mai multe detalii despre cauză găsiți pe blogul Cărturești, aici.

 *Promoția cuprinde o selecție de rechizite, caiete, ghiozdane, accesorii de birou și organizatoare, instrumente de scris. Din promoție nu fac parte brandurile Parker și Lamy, cursurile de limbi străine (ELT), bibliografia școlară, manualele și auxiliarele școlare.

Campania este valabilă în perioada 11 august – 28 septembrie, pe carturesti.ro și nu se cumulează cu alte reduceri și oferte de pe site.","Școlărești la Cărturești a sosit!

Știm că urmează perioada în care ghiozdanul devine piesa de rezistență a fiecărei zile, așa că am pregătit o ofertă back to school irezistibilă: ai 20% reducere la cumpărături de peste 200 de lei din selecția specială de rechizite și ghiozdane!

Și pentru că ești la Cărturești, înseamnă că vrei și să dăruiești. Între 11 august și 28 septembrie, cumpărăturile din Școlărești la Cărturești vor susține inițiativa byron de a dezvolta și echipa biblioteci dedicate tinerilor din România. Mai multe detalii despre cauză găsiți pe blogul Cărturești, aici.

 *Promoția cuprinde o selecție de rechizite, caiete, ghiozdane, accesorii de birou și organizatoare, instrumente de scris. Din promoție nu fac parte brandurile Parker și Lamy, cursurile de limbi străine (ELT), bibliografia școlară, manualele și auxiliarele școlare.

Campania este valabilă în perioada 11 august – 28 septembrie, pe carturesti.ro și nu se cumulează cu alte reduceri și oferte de pe site.",,https://carturesti.ro/offer/scolaresti-la-carturesti-2026-6645,Special Banners & Challenges
carturesti.ro ,Kilipir Merch Fandom,2026-08-10 21:00:00 UTC,2026-10-30 22:00:00 UTC,"De la Konohagakure până la Hogwarts, de la Grand Line până la galaxia îndepărtată, fandom-ul tău are acum un loc unde poate exista în afara ecranului. Kilipir Merch Fandom adună într-un singur raft virtual universurile care te-au marcat — Naruto, One Piece, Dragon Ball, Harry Potter, Marvel, DC Comics, Star Wars sau Lord of the Rings — sub formă de căni, tricouri, rucsacuri, figurine și accesorii pe care le poți purta sau expune cu mândrie.
Te invităm să explorezi oferta cu ochii mari, ca într-un magazin de suveniruri din lumea ta preferată, mai ales când reducerile ajung până la 50%. Așa că, dacă tot amânai completarea colecției Demon Slayer, Jujutsu Kaisen, My Hero Academia, Attack on Titan, Sailor Moon sau Pokémon, acum e momentul potrivit.
Promoție valabilă exclusiv pe carturesti.ro, până la epuizarea stocului disponibil. Oferta nu se cumulează cu alte promoții şi reduceri valabile online.","De la Konohagakure până la Hogwarts, de la Grand Line până la galaxia îndepărtată, fandom-ul tău are acum un loc unde poate exista în afara ecranului. Kilipir Merch Fandom adună într-un singur raft virtual universurile care te-au marcat — Naruto, One Piece, Dragon Ball, Harry Potter, Marvel, DC Comics, Star Wars sau Lord of the Rings — sub formă de căni, tricouri, rucsacuri, figurine și accesorii pe care le poți purta sau expune cu mândrie.
Te invităm să explorezi oferta cu ochii mari, ca într-un magazin de suveniruri din lumea ta preferată, mai ales când reducerile ajung până la 50%. Așa că, dacă tot amânai completarea colecției Demon Slayer, Jujutsu Kaisen, My Hero Academia, Attack on Titan, Sailor Moon sau Pokémon, acum e momentul potrivit.
Promoție valabilă exclusiv pe carturesti.ro, până la epuizarea stocului disponibil. Oferta nu se cumulează cu alte promoții şi reduceri valabile online.",,https://carturesti.ro/offer/kilipir-merch-fandom-6642,Special Banners
fera.ro,-20% la al doilea sac comandat,2026-08-10 15:45:00 UTC,2026-08-30 21:00:00 UTC, ,"La achiziția a doi saci mari identici, al doilea sac beneficiază de 20% reducere. Oferta este ideală pentru clienții care vor să cumpere mai avantajos hrana preferată a animalului lor de companie.",,https://fera.ro/oferta-speciala-al-doilea-sac-cu-20-reducere/,Special Banners
fera.ro,-10% reducere la Hill's pentru câini ,2026-08-10 15:45:00 UTC,2026-08-30 21:00:00 UTC, ,Achiziționează 2 saci mari identici Hill’s Prescription Diet și beneficiezi de 10% reducere.,,https://fera.ro/promotie-hills-10-reducere-la-achizitionarea-a-2-saci-mari/,Special Banners
fera.ro,5% discount prima comanda,2026-08-10 15:45:00 UTC,2026-09-13 21:00:00 UTC, ,5% discount la prima comandă plasată pe site. Discount-ul se aplică per întreg coșul de cumpărături.,FERANEW,https://fera.ro/5-reducere.html,Special Banners
mobidea.ro,"Oferte de Vara cu extra 10% reducere la mobilier de dormitor, bucatarie , living și hol",2026-08-10 11:00:00 UTC,2026-08-30 23:00:00 UTC,"Bucură-te de livrare gratuită pentru comenzile de peste 600 RON și de prețuri de producător pentru toate produsele noastre fabricate în Maramureș, România. Livrarea se efectuează în 4-10 zile lucrătoare. Avem oferte speciale cu o reducere suplimentară de 12% la mobilierul de dormitor, bucătărie și living. Așteptăm cu nerăbdare să te avem ca client al nostru!","Bucură-te de livrare gratuită pentru comenzile de peste 600 RON și de prețuri de producător pentru toate produsele noastre fabricate în Maramureș, România. Livrarea se efectuează în 4-10 zile lucrătoare. Avem oferte speciale cu o reducere suplimentară de 10% la mobilierul de dormitor, bucătărie și living. Așteptăm cu nerăbdare să te avem ca client al nostru!",,http://mobidea.ro/oferte-promotionale/,Special Banners
petit-bebe.ro,Last Days of Summer – până la 20% reducere ☀️la produse pentru bebelusi,2026-08-10 08:00:00 UTC,2026-08-31 20:45:00 UTC,"Vă invităm să promovați campania Last Days of Summer, dedicată ultimelor săptămâni de vară și produselor de interes pentru părinți și bebeluși.

📅 Perioadă: 10–31 august 2026
🎯 Reduceri: până la 20%
🏖️ Focus: produse pentru confort, joacă, plimbări și rutina de zi cu zi a celor mici.

Campania poate fi promovată prin articole, newslettere, social media, Google Shopping și celelalte canale acceptate în program.","Ultimele zile de vară vin cu oferte speciale la Petit Bebe! ☀️

În perioada 10–31 august 2026, te bucuri de reduceri de până la 20% la o selecție de produse pentru bebe și părinți.

Descoperă produse potrivite pentru confort, joacă și plimbări și profită de ultimele oferte ale verii.

✔ Reduceri de până la 20%
✔ Reducerile sunt aplicate direct pe site, fără cod promoțional
✔ Ofertele sunt disponibile în limita stocului

Încheie vara cu tot ce ai nevoie pentru momente frumoase alături de bebe! 💛","",https://www.petit-bebe.ro/last-days-of-summer-reduceri-de-pana-la-20.html,Special Banners
noriel.ro , Concurs Lego Back to School | 10.08-08.09.2026,2026-08-09 22:30:00 UTC,2026-09-08 20:30:00 UTC,-,"🧱 Joaca vine cu super premii LEGO®! 🎉 💙 Cumpara produse LEGO® de minimum 99 Lei, inscrie bonul pe noriel.ro si intra in cursa pentru premii spectaculoase!
🎁 50 seturi LEGO® City – Experienta livrarii de pizza cu vehicule (60496)
🌱 50 seturi LEGO® Super Heroes – Groot in uniforma Ravager (76341)
💛 1 voucher LEGO® in valoare de 1.500 Lei
Campania se desfasoara in perioada 10.08 – 08.09.2026. >> https://noriel.ro/blog/concurs-lego 
Regulamentul concursului este disponibil pe noriel.ro.",,https://noriel.ro/blog/concurs-lego,Special Banners
giftdesign.ro,Back to School | -15% la intreaga comanda / 15% OFF Your Order | 10 Aug - 15 Sep 2026,2026-08-09 21:00:00 UTC,2026-09-14 21:00:00 UTC,"RO

Back to School | 10 august - 15 septembrie 2026

Promovati campania Back to School si oferiti comunitatii voastre 15% reducere, aplicata automat in cos, fara cod promotional. 
Reducerea nu se cumulează cu alte promoții, reduceri sau campanii.

Recomandam promovarea noutatilor si bestsellerelor din categoriile Nebulous Stars, MADMIA, K-POP, organizare birou, mobilier si decoratiuni pentru camera copilului, precum si a altor produse potrivite pentru inceputul noului an scolar.

Bonus de performanta: Afiliatii care genereaza minimum 30 de comenzi validate, conform Termenilor si Conditiilor programului de afiliere 2Performant, vor beneficia de un comision de 10% in urmatoarea campanie promotionala.

Vom pune la dispozitie un banner dedicat campaniei. Daca aveti nevoie de materiale suplimentare (imagini, bannere in alte dimensiuni sau linkuri personalizate), va rugam sa ne contactati.

EN

Back to School | August 10 - September 15, 2026

Promote the Back to School campaign and offer your audience 15% OFF, automatically applied at checkout - no promo code required. The discount cannot be combined with other promotions, discounts, or campaigns.

We recommend featuring new arrivals and best sellers from Nebulous Stars, MADMIA, K-POP, desk organization, kids' room furniture and decor, as well as other Back to School essentials.

Performance Bonus: Affiliates who generate at least 30 validated orders, in accordance with the 2Performant Affiliate Program Terms & Conditions, will receive a 10% commission in the next promotional campaign.

A campaign banner will be available. If you need additional creative materials (images, banners in other sizes or custom links), please contact us.","RO: Back to School: -15% la intreaga comanda. Reducerea se aplica automat in cos. Valabil: 10 aug - 15 sep 2026.

EN: Back to School: 15% OFF your order. Discount applied automatically at checkout. Valid: Aug 10 - Sep 15, 2026.",,https://www.giftdesign.ro/?utm_source=2performant&utm_medium=affiliate&utm_campaign=back_to_school_2026,Bonuses & Special Banners
dreamramp.ro,34% reducere la Perie electrică multifuncțională Dreamramp® 7-în-1 cu mâner extensibil,2026-08-07 21:00:00 UTC,2026-09-09 21:00:00 UTC,"🔥 Peria Electrică Dreamramp® 7-în-1 este acum la -34%, iar tu poți câștiga 20% comision pentru fiecare vânzare generată prin afiliere.

De ce merită să o testezi?

Pentru că nu trebuie să explici prea mult produsul.

Îl arăți în acțiune. Și oamenii văd diferența.

🧽 Rosturi murdare → curate
🚿 Depuneri de săpun → îndepărtate
🛁 Cadă → fără frecat manual
🍳 Grăsime și murdărie persistentă → curățate

⚡ 7 accesorii. Un singur aparat. Zeci de idei de conținut.

Peria vine cu 7 capete de curățare, fiecare destinat unor tipuri diferite de suprafețe.

În plus, mânerul extensibil ajunge până la 121 cm, are 2 trepte de viteză, până la 300 RPM, și oferă până la 150 de minute de autonomie.

Dar cel mai important pentru tine?


🎥 ESTE UN PRODUS FOARTE UȘOR DE ARĂTAT ÎN VIDEO.

Poți construi conținut în jurul unor hook-uri precum:

„Am testat peria asta în cel mai murdar loc din casă…”

„Dacă încă freci rosturile cu mâna, trebuie să vezi asta.”

„7 capete. Dar oare chiar le folosești pe toate?”

„Uite diferența după doar câteva secunde.”

„Nu credeam că rosturile mele sunt atât de murdare…”

Before/After. Teste. Demonstrații. Comparații.

Conținutul se poate transforma direct în vânzări.

⸻

💰 CE CÂȘTIGI TU?

20% COMISION / VÂNZARE

În perioada promoției, clientul beneficiază de:

🔥 34% REDUCERE

Asta înseamnă o ofertă pe care o poți comunica foarte simplu:

„Peria electrică 7-în-1 este acum cu 34% mai ieftină.”

Iar tu primești 20% din vânzările generate.
",34% reducere la Peria electrică multifuncțională Dreamramp® 7-în-1 cu mâner extensibil,"",https://dreamramp.ro/products/perie-electrica-multifunctionala-dreamramp-7-in-1-maner-extensibil,Bonuses & Special Banners
automobilus.ro,10% reducere la TOATE produsele de pe automobilus.ro cu codul VACANTA !,2026-08-06 21:15:00 UTC,2026-08-31 20:45:00 UTC,"-acceptam orice forma de promovare
-oferim livrare rapida in easyboxuri
-platim comisioanele la timp
-asiguram consultanta in timp real (alina@vencedor.ro)","codul VARA10 se aplică pe tot magazinul, inclusiv piese auto și uleiuri, mai puțin produsele deja aflate la reducere.",VACANTA,https://automobilus.ro,
davopro.ro,Folie protectie solara pentru ferestre ,2026-08-06 21:00:00 UTC,2026-08-31 20:30:00 UTC,"Se ofera 10% extra discount la prima comanda dupa abonare. Pentru plata efectuata cu cardul online, se ofera 5% extra discount. Orice comanda mai mare de 190 lei beneficiaza de transport gratuit oriunde in Romania. Pentru comenzile mai mari de 500 lei, se ofera extra discount de 10%. Suplimentar, se aplica discount de pana la 15% in functie de cantitatea de role achizitionate (pentru 2 role se aplica 5% discount extra, pentru 3 role 10%, iar pentru 4 role - 15%)","Descriere
Se ofera 10% extra discount la prima comanda dupa abonare. Pentru plata efectuata cu cardul online, se ofera 5% extra discount. Orice comanda mai mare de 190 lei beneficiaza de transport gratuit oriunde in Romania. Pentru comenzile mai mari de 500 lei, se ofera extra discount de 10%. Oferim si serviciul de plata in rate, prin partenerii nostri, TBI Bank si Pay Po. ",,https://davopro.ro/folie-solara,Bonuses
davopro.ro,"Profile si treceri de pardoseala din aluminiu - culori noi: gri antracit, gri ciment si imitatie lemn natural",2026-08-06 21:00:00 UTC,2026-08-31 20:45:00 UTC,"Se ofera 10% extra discount la prima comanda dupa abonare. Pentru plata efectuata cu cardul online, se ofera 5% extra discount. Orice comanda mai mare de 190 lei beneficiaza de transport gratuit oriunde in Romania. Pentru comenzile mai mari de 500 lei, se ofera extra discount de 10%. Suplimentar, se aplica discount de pana la 15% in functie de cantitatea de seturi achizitionate (pentru 2 seturi se aplica 5% discount extra, pentru 3 seturi 10%, iar pentru 4 seturi - 15%)","Se ofera 10% extra discount la prima comanda dupa abonare. Pentru plata efectuata cu cardul online, se ofera 5% extra discount. Orice comanda mai mare de 190 lei beneficiaza de transport gratuit oriunde in Romania. Pentru comenzile mai mari de 500 lei, se ofera extra discount de 10%. Suplimentar, se aplica discount de pana la 15% in functie de cantitatea de seturi achizitionate (pentru 2 seturi se aplica 5% discount extra, pentru 3 seturi 10%, iar pentru 4 seturi - 15%)",,https://davopro.ro/profil-de-trecere-la-nivel-aluminiu,Bonuses
dreamramp.ro,Mop rotativ cu găleată electrică Dreamramp® Pro – Separare apa curata + TRANSPORT GRATUIT,2026-08-06 21:00:00 UTC,2026-09-06 21:00:00 UTC,"Dreamramp® Pro este upgrade-ul ideal de la mopul clasic sau rotativ manual la o tehnologie complet automatizată. 

Se pot folosi următoarele argumente în materialele de promovare:

Apă 100% curată la fiecare ștergere: Sistem inteligent de separare și izolare a apei murdare de cea curată prin apăsarea unui singur buton.

Eficiență maximă contra părului de animale: Sistemul electric de periere cu rotație de mare viteză elimină părul de animale, scamele și murdăria de pe laveta fără contact manual.

Stoarcere bidirecțională fără efort: Control optim al umidității fără a uda mâinile și fără dureri de spate.

Acoperire de până la 80 m²: Filtrarea eficientă permite curățarea suprafețelor mari cu un singur rezervor, procesul fiind de până la 5 ori mai rapid decât cu un mop plat obișnuit.

Autonomie de 60 de minute: Acumulator reîncărcabil puternic pentru libertate totală de mișcare, fără cabluri.

Manevrabilitate maximă: Cap flexibil pentru spații înguste (sub canapele, mobilier) și compatibilitate universală (parchet, gresie, marmură, sticlă, laminate).

Cine este Publicul Țintă?
Proprietarii de animale de companie (câini, pisici).

Mamele și familiile ocupate care doresc să reducă timpul alocat curățeniei.

Persoanele în vârstă sau cele cu dureri de spate/articulații 

Proprietarii de spații comerciale mici, birouri sau cabinete.",Comandă mopul rotativ cu găleată electrică Dreamramp® Pro și ai TRANSPORT GRATUIT!,,https://dreamramp.ro/products/mop-electric-rotativ-cu-galeata-dreamramp-separare-apa-curata-doua-rezerve,Bonuses & Special Banners & Special Product Feed
infinity.ro ,Echipează-ți garajul: Scule și accesorii auto de top,2026-08-06 11:00:00 UTC,2026-09-06 11:00:00 UTC,"Vă aducem în atenție o nouă campanie dedicată nișei de scule, utilaje și echipamente auto-moto, axată pe calitatea produselor și pe validarea lor de către clienți.

Portofoliul promovat include sute de articole pentru mașină și garaj care înregistrează un nivel ridicat de satisfacție și numeroase recenzii de 5 stele pe Infinity.ro.

Recomandări pentru promovare:

Materiale: Bannerele vizuale destinate acestei campanii sunt deja disponibile în secțiunea dedicată din platformă.

Audiență: Produsele convertesc optim pe publicul interesat de auto, bricolaj și meșterit (ideal pentru bloguri de nișă, grupuri dedicate sau articole de tip review).

Potențial: Deși campania nu se bazează pe un cârlig de preț (discount), nișa este stabilă și oferă avantajul unui coș mediu de cumpărături cu o valoare ridicată.

Mult spor la conversii!","Bucuria de a conduce fără griji! 🚗 Ai la dispoziție sute de produse pentru mașina și garajul tău, dar și o gamă foarte variată de scule și utilaje de lucru. Descoperă o selecție de top, cu o mulțime de produse cu recenzii de 5 stele de la clienți mulțumiți. Echipează-te complet cu produsele de care ai nevoie, toate într-un singur loc!",,https://www.infinity.ro/seller-topstrong942,Special Banners
noriel.ro ,Catalog Oferte Back to school 2026 | 06.08-30.09.2026,2026-08-05 22:45:00 UTC,2026-09-30 20:30:00 UTC,-,"Rasfoieste catalogul si descopera noutatile si ofertele de neratat pentru noul an scolar! 🎒 📓🖊️ 🎨 >> https://noriel.ro/catalog-back-to-school
Pregateste-te pentru nou an scolar plin de aventuri! Campanie valabila in perioada 06.08-30.09.2026, in limita stocului disponbil.
",,https://noriel.ro/catalog-back-to-school,Special Banners
noriel.ro ,Back to School | 30% REDUCERE la TOATE Ghiozdanele |06.08-30.09.2026,2026-08-05 22:15:00 UTC,2026-09-30 20:30:00 UTC,-,"Hei, hei, hei! 🔔Suna clopotelul pentru cele mai tari reduceri de Back to School! 📚🎒Pregateste-te de aventura cu 30% REDUCERE la TOATE ghiozdanele! Alege modelul preferat si completeaza-ti stilul cu penare cool si accesorii de poveste. Promotie valabila in perioada 06.08-30.09.2025, in limita stocului disponibil. >>https://noriel.ro/ghiozdane-si-genti-scoala",,https://noriel.ro/scoala-si-gradinita,Special Banners
onixbox.ro,Summer Sale - Reduceri de pana 50%,2026-08-05 21:00:00 UTC,2026-08-30 21:00:00 UTC,-,"Summer Sale la Onixbox! Reduceri de până la 50% la o gamă largă de bijuterii, numai bune de promovat în sezonul cald.

Ce oferim clienților:
- până la 50% la bijuteriile personalizate prin gravare
- 30% la bijuteriile din argint
- 15% la bijuteriile din aur
- livrare gratuită la comenzile peste 250 lei

Bijuteriile personalizate sunt cadoul perfect de vară, pentru aniversări, nunți, botezuri sau pur și simplu pentru răsfăț. Cu reduceri de până la 50% și livrare gratuită, sunt exact tipul de ofertă care convinge ușor.

Spor la vânzări!",,https://www.onixbox.ro/,
regata.ro/ ,Black Friday de vara pe regata.ro,2026-08-04 21:00:00 UTC,2026-08-30 21:00:00 UTC,"Am lansat campania Black Friday de Vară pe Regata.ro și ne-am bucura dacă ați putea comunica promoția către afiliații din rețeaua 2Performant.

Perioada campaniei: 4 – 31 august

Landing page campanie:
https://regata.ro/black-friday-vara

Puncte forte ale campaniei
Reduceri de peste 60% la sute de produse.
Campanie dedicată amenajărilor și construcțiilor.
Produse disponibile cu livrare rapidă din stoc.
Gamă variată de produse pentru casă și grădină.
Categorii principale promovate
Gresie și faianță
Parchet laminat
Mobilier de baie și oglinzi
Lavoare, vase WC și accesorii
Baterii baie și bucătărie
Căzi, cabine și paravane de duș
Uși metalice, uși de interior și uși glisante
Produse pentru încălzire și confort termic

Aceasta este una dintre cele mai importante campanii promoționale ale verii pentru Regata și reprezintă o oportunitate foarte bună pentru publisherii din zona Home & Deco, DIY, Construcții și Amenajări.

Vă rugăm să transmiteți campania către afiliați și să o includeți în comunicările voastre, astfel încât să beneficieze de o expunere cât mai mare pe parcursul lunii august.

Mulțumim pentru sprijin și vă dorim o campanie cu multe conversii!","Black Friday de Vară a început la Regata! Până pe 31 august, te așteaptă reduceri de peste 60% la sute de produse pentru amenajări și construcții. Descoperă oferte speciale la gresie și faianță, parchet laminat, mobilier de baie, lavoare și vase WC, baterii pentru baie și bucătărie, căzi și cabine de duș, uși metalice și de interior, precum și produse pentru încălzire și confort termic.

Fie că renovezi o încăpere, îți amenajezi întreaga locuință sau pregătești un nou proiect, acum este momentul potrivit să economisești. Alege produse de calitate, disponibile din stoc, cu livrare rapidă în toată țara.

Campania este valabilă până la 31 august sau în limita stocurilor disponibile. Profită acum de Black Friday de Vară și pune-ți planurile în aplicare la prețuri speciale!",EXTRA2,https://regata.ro/black-friday-vara,Bonuses & Special Banners & Challenges
edituracorint.ro,Hot Reads!,2026-08-04 21:00:00 UTC,2026-08-21 20:45:00 UTC,"Dragi afiliati,
Pana pe 21 august, la Corint se deruleaza campania HOT READS - pagini care iti accelereaza pulsul. Reducerea este de 45%, prin codul ARDE aplicat in cos, pentru o selectie de titluri pasionale.

Landingpage https://edituracorint.ro/hot-reads.html
Gasiti in Drive matrice PCC si doua seturi de vizualuri pentru aceasta campanie, aici https://corint-my.sharepoint.com/:f:/g/personal/gabriela_mitrovici_corint_onmicrosoft_com/IgChfPCsPpySSa1paUeSTt7JAQPijSxyA7fxaSnzILWQSmU?e=fRzi5A

Spor la conversii!
Gabi","🔥 Descoperă Hot Reads: pasiuni intense, atracții periculoase și 45% reducere. Aplică în coș codul ARDE chiar azi.",ARDE,https://edituracorint.ro/hot-reads.html,Special Banners
nuvien.ro/,Cumpara 2 parfumuri al -3lea este gratuit,2026-08-04 21:00:00 UTC,2026-09-04 21:00:00 UTC,Vom urca banner-ul pentru promotio in platforma.,"Cumpara oricare 2 parfumuri ( apa de parfum 50ml si al 3-lea il primiti gratuit+ cadou 1 balsam de rufe 500 ml Nuvien Fresh Touch), Oferta se aplica automat in cos in momentul in care aveti adaugate 3 parfumuri la 50 ml.",,https://www.nuvien.ro/,
automobilus.ro,15% reducere la Kitul de  restaurare faruri cu polimer lichid,2026-08-03 21:00:00 UTC,2026-08-30 21:00:00 UTC,"-""produs tractor"" automobilus.ro, este unul din cele mai vandute produse de pe automobilus.ro
- produs in stoc propriu, livram rapid, platim f repede comisionul
- retur aproape inexistent
-super pret","Kitul de  restaurare faruri cu polimer lichid Automobilus - include 600ml substanță!


Setul de restaurare a farurilor AUTOMOBILUS cu polimer lichid este un sistem inovator ce vă permite să restaurați farurile arse sau matuite, restabilind din nou starea lor originală, cu luminozitatea originală și un finisaj perfect într-un mod foarte rapid și economic.

Kit-ul conține tot ce aveți nevoie pentru a restaura farurile:

sticlă de 600ml cu polimer lichid
cană specială pentru încălzit polimerul
6 coli abrazive pentru șlefuit
o rolă bandă de mascare
pâlnie din plastic
capac curbat
capac cu tub
bloc de șlefuit manual
cutie de transport
modul alimentare 220V
modul alimentare 12V cu cablu lung de 3 metri",,https://automobilus.ro/kit-restaurare-faruri-cu-polimer-lichid-automobilusinclude-600ml-substanta,
automobilus.ro,Gama Meguiar's cu -19% pe Automobilus.ro,2026-08-03 21:00:00 UTC,2026-08-31 20:45:00 UTC,"- acceptam orice forma de promovare
-platim repede comisionul
-retur aproape inexistent
- Meguiar's = cosmetică auto premium ","Dacă îți pasă de aspectul mașinii tale, știi deja că Meguiar's este regele detailingului auto încă din 1901. Acum ai ocazia să îți faci stocul cu produse profesionale la prețuri mult mai mici!
Pe Automobilus.ro găsești reduceri directe de 19% la cele mai căutate produse!",,https://automobilus.ro/polish-si-detailing?marca%5B0%5D=Meguiar%27s&page=1,
herbagetica.ro, 🏷️ Până la 40% reducere! ☀️ Produsele verii la prețuri speciale!,2026-08-03 07:00:00 UTC,2026-08-31 20:45:00 UTC,"📆 Campania este valabilă în perioada: 03-31 august 2026. 
🖼️ Bannerele campaniei sunt disponibile în platformă.","Profită de ultimele reduceri ale verii! ☀️

În perioada 3–31 august, te așteaptă reduceri de până la 40% la unele dintre cele mai apreciate produse ale verii.

Intră pe herbagetica.ro și profită de prețurile speciale.
",,https://herbagetica.ro/promotii-sanatate.html,Special Banners
videt.ro ,Reduceri de stoc: Până la -70% la ochelarii de soare,2026-08-03 06:00:00 UTC,2026-08-31 20:45:00 UTC,",","Bună,

Am dat startul campaniei „Reduceri de stoc”, iar acum te poți bucura de reduceri pe bune de până la -70% la ochelarii de soare, în perioada 03–31.08.2026.

Descoperă modelele incluse în campanie aici:
- https://www.videt.ro/reduceri-soare.html

Mulțumesc!",,https://www.videt.ro/reduceri-soare.html,
videt.ro ,Reduceri de stoc: până la -70% la rame și -25% la toate lentilele de vedere,2026-08-03 06:00:00 UTC,2026-08-31 20:45:00 UTC,",","Bună,

Am dat startul campaniei „Reduceri de stoc”, iar acum te poți bucura de reduceri pe bune de până la -70% la rame și -25% la toate lentilele de vedere, în perioada 03–31.08.2026.

Descoperă produsele incluse în campanie aici:
- https://www.videt.ro/reduceri-vedere.html

Mulțumesc!","",https://www.videt.ro/reduceri-vedere.html,
videt.ro ,Până la -35% la o selecție de ochelari de soare și -25% la toate lentilele de vedere,2026-08-03 06:00:00 UTC,2026-08-31 20:45:00 UTC,",","Bună!

Pe parcursul lunii august avem o promoție specială:
Până la -35% la o selecție de ochelari de soare și -25% la toate lentilele de vedere, folosind codul promoțional AUGUST.

Mulțumesc!",AUGUST,https://www.videt.ro/ochelari-de-soare-polaroid.html?dc_code=august,
